term_str,n,n_chars,p,s,i,h
constraint,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
injuries,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
plump,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
becomes,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
thud,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
sheep,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
phantom,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cacophony,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
transmit,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
surmounting,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
involve,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ia,5,2,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
official,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
poise,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
mt,5,2,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
coupled,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fills,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
exeter,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
heroes,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
stalking,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
trend,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
propped,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
scant,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
listless,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
unguessed,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
vampire,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
alchemical,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
mesozoic,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
craving,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cope,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
olde,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
undying,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
briers,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fortified,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
acquire,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
telepathic,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
expense,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
motionless,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
await,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
traveler,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
support,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
drain,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
chatter,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
halt,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
admits,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
breakers,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
mammoth,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
deliverance,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
reappeared,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
injured,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
vent,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
engulfing,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
zest,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
recovering,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
mice,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
chests,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
calagurris,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
luther,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
flopped,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
dealing,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
joys,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
tilton,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
threading,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
affection,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
glittered,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
advise,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
inane,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
philosophic,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
listener,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
pnoth,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
emergency,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ignore,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
engines,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
corona,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
parson,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
finer,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
divisions,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
itor,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fore,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
batwinged,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
donning,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
gravestones,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
declivity,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
rented,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
illustrated,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
floundered,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
vulgar,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
bolder,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
yawn,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
slave,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cord,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cup,5,3,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
teacher,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
starkweathermoore,5,17,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fascinatedly,5,12,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
pantheon,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
degraded,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
plasticity,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
interment,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
outrã,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
waits,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
octagonal,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
guessing,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
itbut,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
towrs,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
brownish,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
diligence,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
untouched,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
permission,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
virgin,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
halloween,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cinema,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
movements,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
equilibrium,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cypress,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
necromancy,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
barque,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
prehensile,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
railing,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
bending,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
hearths,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
unreachable,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
awestruck,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
testing,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ruinous,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
promising,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
flocks,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
armies,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
leathery,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
ruby,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
commanding,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
expressions,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
annihilation,5,12,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
worldly,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
wilcoxs,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
dropping,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
telephoning,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
streamlets,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
obtuse,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fryes,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
replacement,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
apollo,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
magnificence,5,12,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
sketch,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
stealth,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
sidewalks,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
perceptions,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
twist,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
draughts,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
chords,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
costume,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
battles,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
protested,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
deathless,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
defied,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
warehouse,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
correlation,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
spending,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
builders,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
smoky,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
gits,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
cards,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
leer,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
motive,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
flicker,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
stain,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
nithra,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
bulky,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
tegea,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
fanciful,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
celebrants,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
intimated,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
roadway,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
nbangus,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
australia,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
crazed,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
parody,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
deeming,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
veteran,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
rathole,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
tortured,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
climbers,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
doubled,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
abandonment,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
100,5,3,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
revive,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
glows,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
oppression,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
emanation,5,9,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
1927,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
excavation,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
gross,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
stagnant,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
amounts,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
bounded,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
profited,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
chewed,5,6,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
pipe,5,4,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
satan,5,5,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
conclusive,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
located,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
thornton,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
commencing,5,10,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
spirals,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
plainest,5,8,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
alternative,5,11,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
widened,5,7,9.639650581945706e-06,103738.2,16.66258771673101,0.00016062152338030747
